"location","source","target"
"242841733-0-25564","Sabatons^p",""
"242841733-0-25565","Sabatons^p",""
"242841733-0-25566","Pitted Wyrdboots",""
"242841733-0-25567","Scratched Wyrdboots",""
"242841733-0-25568","Gauntlets^p",""
"242841733-0-25569","Gauntlets^p",""
"242841733-0-25570","Scratched Witchgloves",""
"242841733-0-25571","Low-Grade Witchgloves",""
"242841733-0-25572","Helm^n",""
"242841733-0-25573","Helm^n",""
"242841733-0-25574","Pitted Vizard",""
"242841733-0-25575","Scratched Vizard",""
"242841733-0-25576","Greaves^p",""
"242841733-0-25577","Greaves^p",""
"242841733-0-25578","Pitted Hagreaves",""
"242841733-0-25579","Scratched Hagreaves",""
"242841733-0-25580","Pauldron^p",""
"242841733-0-25581","Pauldron^p",""
"242841733-0-25582","Pitted Shoulderfans",""
"242841733-0-25583","Scratched Shoulderfans",""
"242841733-0-25584","Girdle^n",""
"242841733-0-25585","Girdle^n",""
"242841733-0-25586","Pitted Sashgird",""
"242841733-0-25587","Scratched Sashgird",""
"242841733-0-25588","Jerkin^n",""
"242841733-0-25589","Jerkin^n",""
"242841733-0-25590","Robe^n",""
"242841733-0-25591","Robe^n",""
"242841733-0-25592","Shoes^p",""
"242841733-0-25593","Shoes^p",""
"242841733-0-25594","Gloves^p",""
"242841733-0-25595","Gloves^p",""
"242841733-0-25596","Hat^n",""
"242841733-0-25597","Hat^n",""
"242841733-0-25598","Breeches^p",""
"242841733-0-25599","Breeches^p",""
"242841733-0-25600","Epaulets^p",""
"242841733-0-25601","Epaulets^p",""
"242841733-0-25602","Sash^p",""
"242841733-0-25603","Sash^p",""
"242841733-0-25604","Bow^N",""
"242841733-0-25605","Bow^N",""
"242841733-0-25606","Jack^n",""
"242841733-0-25607","Jack^n",""
"242841733-0-25608","Boots^p",""
"242841733-0-25609","Boots^p",""
"242841733-0-25610","Bracers^p",""
"242841733-0-25611","Bracers^p",""
"242841733-0-25612","Helmet^n",""
"242841733-0-25613","Helmet^n",""
"242841733-0-25614","Guards^p",""
"242841733-0-25615","Guards^p",""
"242841733-0-25616","Faceted Ninwand Rune of Shock Resistance",""
"242841733-0-25617","Arm Cops^p",""
"242841733-0-25618","Belt^n",""
"242841733-0-25619","Belt^n",""
"242841733-0-25620","Rune^n",""
"242841733-0-25621","Rune^n",""
"242841733-0-25622","Shield^n",""
"242841733-0-25623","Shield^n",""
"242841733-0-25624","Lightning Staff^n",""
"242841733-0-25625","Lightning Staff^n",""
"242841733-0-25626","axe^n",""
"242841733-0-25627","mace^n",""
"242841733-0-25628","Sword^n",""
"242841733-0-25629","axe^n",""
"242841733-0-25630","mace^n",""
"242841733-0-25631","axe^n",""
"242841733-0-25632","mace^n",""
"242841733-0-25633","sword^n",""
"242841733-0-25634","axe^n",""
"242841733-0-25635","mace^n",""
"242841733-0-25636","sabatons^p",""
"242841733-0-25637","sabatons^p",""
"242841733-0-25638","sabatons^p",""
"242841733-0-25639","sabatons^p",""
"242841733-0-25640","sabatons^p",""
"242841733-0-25641","Double-Chain Witchgloves of the Tower",""
"242841733-0-25642","Double-Chain Hagreaves of the Tower",""
"242841733-0-25643","Double-Chain Shoulderfans of the Tower",""
"242841733-0-25644","Chainmail Sashgird of the Tower",""
"242841733-0-25645","bracers^p",""
"242841733-0-25646","battle axe^n",""
"242841733-0-25647","maul^n",""
"242841733-0-25648","greatsword^n",""
"242841733-0-25649","battle axe^n",""
"242841733-0-25650","maul^n",""
"242841733-0-25651","axe^n",""
"242841733-0-25652","mace^n",""
"242841733-0-25653","sword^n",""
"242841733-0-25654","axe^n",""
"242841733-0-25655","mace^n",""
"242841733-0-25656","Cape^n",""
"242841733-0-25657","Cape^n",""
"242841733-0-25658","Cape^n",""
"242841733-0-25659","Cape^n",""
"242841733-0-25660","Cape^n",""
"242841733-0-25661","axe^n",""
"242841733-0-25662","mace^n",""
"242841733-0-25663","Sword^n",""
"242841733-0-25664","Triple-Chain Hagreaves of the Tower",""
"242841733-0-25665","Sword^n",""
"242841733-0-25666","greaves^p",""
"242841733-0-25667","Battle Axe^n",""
"242841733-0-25668","Maul^n",""
"242841733-0-25669","Low-Grade Runemaul",""
"242841733-0-25670","Greatsword^n",""
"242841733-0-25671","Dagger^n",""
"242841733-0-25672","battle axe^n",""
"242841733-0-25673","Dirk^n",""
"242841733-0-25674","Cuirass^n",""
"242841733-0-25675","greatsword^n",""
"242841733-0-25676","Low-Grade Vestplate",""
"242841733-0-25677","sword^n",""
"242841733-0-25678","Sabatons^p",""
"242841733-0-25679","Low-Grade Wyrdboots",""
"242841733-0-25680","Gauntlets^p",""
"242841733-0-25681","Low-Grade Witchgloves",""
"242841733-0-25682","Helm^n",""
"242841733-0-25683","Low-Grade Vizard",""
"242841733-0-25684","Greaves^p",""
"242841733-0-25685","Low-Grade Hagreaves",""
"242841733-0-25686","Pauldron^p",""
"242841733-0-25687","Low-Grade Shoulderfans",""
"242841733-0-25688","Girdle^n",""
"242841733-0-25689","Low-Grade Sashgird",""
"242841733-0-25690","Robe^n",""
"242841733-0-25691","Double-Chain Shoulderfans of the Lord",""
"242841733-0-25692","Shoes^p",""
"242841733-0-25693","Gloves^p",""
"242841733-0-25694","Hat^n",""
"242841733-0-25695","Breeches^p",""
"242841733-0-25696","Jerkin^n",""
"242841733-0-25697","jack^n",""
"242841733-0-25698","Epaulets^p",""
"242841733-0-25699","Sash^p",""
"242841733-0-25700","Bow^N",""
"242841733-0-25701","Jack^n",""
"242841733-0-25702","Unadorned Witchgloves",""
"242841733-0-25703","Boots^p",""
"242841733-0-25704","Bracers^p",""
"242841733-0-25705","Helmet^n",""
"242841733-0-25706","Guards^p",""
"242841733-0-25707","Arm Cops^p",""
"242841733-0-25708","Belt^n",""
"242841733-0-25709","(M) Inferior Rune (Fine)",""
"242841733-0-25710","(M) Iron Dagger (Fine)",""
"242841733-0-25711","(M) Iron Dirk (Fine)",""
"242841733-0-25712","(M) Iron Dagger (Fine)",""
"242841733-0-25713","(M) Fur Jack (Fine)",""
"242841733-0-25714","Rune^n",""
"242841733-0-25715","Shield^n",""
"242841733-0-25716","Ice Staff^n",""
"242841733-0-25717","axe^n",""
"242841733-0-25718","mace^n",""
"242841733-0-25719","Sword^n",""
"242841733-0-25720","Triple-Chain Shoulderfans of the Tower",""
"242841733-0-25721","Sword^n",""
"242841733-0-25722","breeches^p",""
"242841733-0-25723","Battle Axe^n",""
"242841733-0-25724","Maul^n",""
"242841733-0-25725","Low-Grade Runemaul",""
"242841733-0-25726","Greatsword^n",""
"242841733-0-25727","Dagger^n",""
"242841733-0-25728","battle axe^n",""
"242841733-0-25729","Dirk^n",""
"242841733-0-25730","Cuirass^n",""
"242841733-0-25731","greatsword^n",""
"242841733-0-25732","Low-Grade Vestplate",""
"242841733-0-25733","guards^p",""
"242841733-0-25734","Sabatons^p",""
"242841733-0-25735","Low-Grade Wyrdboots",""
"242841733-0-25736","Gauntlets^p",""
"242841733-0-25737","Low-Grade Witchgloves",""
"242841733-0-25738","Helm^n",""
"242841733-0-25739","Low-Grade Vizard",""
"242841733-0-25740","Greaves^p",""
"242841733-0-25741","Low-Grade Hagreaves",""
"242841733-0-25742","Pauldron^p",""
"242841733-0-25743","Low-Grade Shoulderfans",""
"242841733-0-25744","Girdle^n",""
"242841733-0-25745","Low-Grade Sashgird",""
"242841733-0-25746","Robe^n",""
"242841733-0-25747","gauntlets^p",""
"242841733-0-25748","Shoes^p",""
"242841733-0-25749","Gloves^p",""
"242841733-0-25750","Hat^n",""
"242841733-0-25751","Breeches^p",""
"242841733-0-25752","Jerkin^n",""
"242841733-0-25753","sabatons^p",""
"242841733-0-25754","Epaulets^p",""
"242841733-0-25755","Sash^p",""
"242841733-0-25756","Bow^N",""
"242841733-0-25757","Jack^n",""
"242841733-0-25758","Pauldron^p",""
"242841733-0-25759","Boots^p",""
"242841733-0-25760","Bracers^p",""
"242841733-0-25761","Helmet^n",""
"242841733-0-25762","Guards^p",""
"242841733-0-25763","Arm Cops^p",""
"242841733-0-25764","Belt^n",""
"242841733-0-25765","(M) Fur Boots^p (Fine)",""
"242841733-0-25766","(M) Fur Bracers^p (Fine)",""
"242841733-0-25767","(M) Fur Helmet (Fine)",""
"242841733-0-25768","(M) Fur Leg Guards^p (Fine)",""
"242841733-0-25769","(M) Fur Shoulder Cops^p (Fine)",""
"242841733-0-25770","Rune^n",""
"242841733-0-25771","Shield^n",""
"242841733-0-25772","Lightning Staff^n",""
"242841733-0-25773","Loaf of Black Bread",""
"242841733-0-25774","Combwort Confit",""
"242841733-0-25775","Disguise",""
"242841733-0-25776","Roasted Pike",""
"242841733-0-25777","Ballom Pudding",""
"242841733-0-25778","battaglir weeds^p",""
"242841733-0-25779","Venison",""
"242841733-0-25780","Food 7",""
"242841733-0-25781","Food 8",""
"242841733-0-25782","Food 9",""
"242841733-0-25783","Food 10",""
"242841733-0-25784","QA Item Test 2hAxe",""
"242841733-0-25785","greatsword^n",""
"242841733-0-25786","maul^n",""
"242841733-0-25787","maul^n",""
"242841733-0-25788","battle axe^n",""
"242841733-0-25789","battle axe^n",""
"242841733-0-25790","mace^n",""
"242841733-0-25791","dagger^n",""
"242841733-0-25792","dagger^n",""
"242841733-0-25793","ring^n",""
"242841733-0-25794","ring^n",""
"242841733-0-25795","ring^n",""
"242841733-0-25796","ring^n",""
"242841733-0-25797","ring^n",""
"242841733-0-25798","cuirass^n",""
"242841733-0-25799","Plate-Mail Vestplate of the Lover",""
"242841733-0-25800","sabatons^p",""
"242841733-0-25801","Plate-Mail Wyrdboots of the Lover",""
"242841733-0-25802","gauntlets^p",""
"242841733-0-25803","Plate-Mail Witchgloves of the Lover",""
"242841733-0-25804","helm^n",""
"242841733-0-25805","Plate-Mail Vizard of the Lover",""
"242841733-0-25806","greaves^p",""
"242841733-0-25807","Plate-Mail Hagreaves of the Lover",""
"242841733-0-25808","pauldron^p",""
"242841733-0-25809","Plate-Mail Shoulderfans of the Lover",""
"242841733-0-25810","girdle^n",""
"242841733-0-25811","Banded Sashgird of the Lover",""
"242841733-0-25812","robe^n",""
"242841733-0-25813","shoes^p",""
"242841733-0-25814","gloves^p",""
"242841733-0-25815","hat^n",""
"242841733-0-25816","breeches^p",""
"242841733-0-25817","jerkin^n",""
"242841733-0-25818","epaulets^p",""
"242841733-0-25819","sash^p",""
"242841733-0-25820","bow^n",""
"242841733-0-25821","jack^n",""
"242841733-0-25822","boots^p",""
"242841733-0-25823","bracers^p",""
"242841733-0-25824","helmet^n",""
"242841733-0-25825","guards^p",""
"242841733-0-25826","arm cops^p",""
"242841733-0-25827","belt^n",""
"242841733-0-25828","necklace^n",""
"242841733-0-25829","necklace^n",""
"242841733-0-25830","necklace^n",""
"242841733-0-25831","necklace^n",""
"242841733-0-25832","necklace^n",""
"242841733-0-25833","axe^n",""
"242841733-0-25834","shield^n",""
"242841733-0-25835","fire staff^n",""
"242841733-0-25836","axe^n",""
"242841733-0-25837","mace^n",""
"242841733-0-25838","sword^n",""
"242841733-0-25839","dagger^n",""
"242841733-0-25840","battle axe^n",""
"242841733-0-25841","maul^n",""
"242841733-0-25842","Forge-Welded Runemaul of the Lover",""
"242841733-0-25843","greatsword^n",""
"242841733-0-25844","axe^n",""
"242841733-0-25845","mace^n",""
"242841733-0-25846","sword^n",""
"242841733-0-25847","axe^n",""
"242841733-0-25848","mace^n",""
"242841733-0-25849","dagger^n",""
"242841733-0-25850","dagger^n",""
"242841733-0-25851","ring^n",""
"242841733-0-25852","ring^n",""
"242841733-0-25853","ring^n",""
"242841733-0-25854","ring^n",""
"242841733-0-25855","ring^n",""
"242841733-0-25856","cuirass^n",""
"242841733-0-25857","Banded Vestplate of the Lover",""
"242841733-0-25858","sabatons^p",""
"242841733-0-25859","Banded Wyrdboots of the Lover",""
"242841733-0-25860","gauntlets^p",""
"242841733-0-25861","Banded Witchgloves of the Lover",""
"242841733-0-25862","helm^n",""
"242841733-0-25863","Banded Vizard of the Lover",""
"242841733-0-25864","greaves^p",""
"242841733-0-25865","Banded Hagreaves of the Lover",""
"242841733-0-25866","pauldron^p",""
"242841733-0-25867","Banded Shoulderfans of the Lover",""
"242841733-0-25868","girdle^n",""
"242841733-0-25869","Rivet-Mail Sashgird of the Lover",""
"242841733-0-25870","robe^n",""
"242841733-0-25871","shoes^p",""
"242841733-0-25872","gloves^p",""
"242841733-0-25873","hat^n",""
"242841733-0-25874","breeches^p",""
"242841733-0-25875","jerkin^n",""
"242841733-0-25876","epaulets^p",""
"242841733-0-25877","sash^p",""
"242841733-0-25878","bow^n",""
"242841733-0-25879","jack^n",""
"242841733-0-25880","boots^p",""
"242841733-0-25881","bracers^p",""
"242841733-0-25882","helmet^n",""
"242841733-0-25883","guards^p",""
"242841733-0-25884","arm cops^p",""
"242841733-0-25885","belt^n",""
"242841733-0-25886","necklace^n",""
"242841733-0-25887","necklace^n",""
"242841733-0-25888","necklace^n",""
"242841733-0-25889","necklace^n",""
"242841733-0-25890","necklace^n",""
"242841733-0-25891","sword^n",""
"242841733-0-25892","shield^n",""
"242841733-0-25893","fire staff^n",""
"242841733-0-25894","axe^n",""
"242841733-0-25895","mace^n",""
"242841733-0-25896","sword^n",""
"242841733-0-25897","Glass Wyrdsword (Superior)",""
"242841733-0-25898","battle axe^n",""
"242841733-0-25899","maul^n",""
"242841733-0-25900","Case-Hardened Runemaul of the Lover",""
"242841733-0-25901","greatsword^n",""
"242841733-0-25902","maul^n",""
"242841733-0-25903","greatsword^n",""
"242841733-0-25904","battle axe^n",""
"242841733-0-25905","dagger^n",""
"242841733-0-25906","dagger^n",""
"242841733-0-25907","dagger^n",""
"242841733-0-25908","Glided Glass Dirk (Superior)",""
"242841733-0-25909","ring^n",""
"242841733-0-25910","ring^n",""
"242841733-0-25911","ring^n",""
"242841733-0-25912","ring^n",""
"242841733-0-25913","ring^n",""
"242841733-0-25914","cuirass^n",""
"242841733-0-25915","Rivet-Mail Vestplate of the Lover",""
"242841733-0-25916","sabatons^p",""
"242841733-0-25917","Rivet-Mail Wyrdboots of the Lover",""
"242841733-0-25918","gauntlets^p",""
"242841733-0-25919","Rivet-Mail Witchgloves of the Lover",""
"242841733-0-25920","helm^n",""
"242841733-0-25921","Rivet-Mail Vizard of the Lover",""
"242841733-0-25922","greaves^p",""
"242841733-0-25923","Rivet-Mail Hagreaves of the Lover",""
"242841733-0-25924","pauldron^p",""
"242841733-0-25925","Rivet-Mail Shoulderfans of the Lover",""
"242841733-0-25926","girdle^n",""
"242841733-0-25927","Triple-Chain Sashgird of the Lover",""
"242841733-0-25928","robe^n",""
"242841733-0-25929","shoes^p",""
"242841733-0-25930","gloves^p",""
"242841733-0-25931","hat^n",""
"242841733-0-25932","breeches^p",""
"242841733-0-25933","jerkin^n",""
"242841733-0-25934","epaulets^p",""
"242841733-0-25935","sash^p",""
"242841733-0-25936","bow^n",""
"242841733-0-25937","jack^n",""
"242841733-0-25938","boots^p",""
"242841733-0-25939","bracers^p",""
"242841733-0-25940","helmet^n",""
"242841733-0-25941","guards^p",""
"242841733-0-25942","arm cops^p",""
"242841733-0-25943","belt^n",""
"242841733-0-25944","necklace^n",""
"242841733-0-25945","necklace^n",""
"242841733-0-25946","necklace^n",""
"242841733-0-25947","necklace^n",""
"242841733-0-25948","necklace^n",""
"242841733-0-25949","sword^n",""
"242841733-0-25950","shield^n",""
"242841733-0-25951","fire staff^n",""
"242841733-0-25952","axe^n",""
"242841733-0-25953","mace^n",""
"242841733-0-25954","sword^n",""
"242841733-0-25955","Carbon Steel Wyrdsword (Superior)",""
"242841733-0-25956","battle axe^n",""
"242841733-0-25957","maul^n",""
"242841733-0-25958","Carbon-Steel Runemaul of the Lover",""
"242841733-0-25959","greatsword^n",""
"242841733-0-25960","axe^n",""
"242841733-0-25961","sword^n",""
"242841733-0-25962","mace^n",""
"242841733-0-25963","dagger^n",""
"242841733-0-25964","dagger^n",""
"242841733-0-25965","dagger^n",""
"242841733-0-25966","Glass Dirk (Superior)",""
"242841733-0-25967","ring^n",""
"242841733-0-25968","ring^n",""
"242841733-0-25969","ring^n",""
"242841733-0-25970","ring^n",""
"242841733-0-25971","ring^n",""
"242841733-0-25972","cuirass^n",""
"242841733-0-25973","Triple-Chain Vestplate of the Lover",""
"242841733-0-25974","sabatons^p",""
"242841733-0-25975","Triple-Chain Wyrdboots of the Lover",""
"242841733-0-25976","gauntlets^p",""
"242841733-0-25977","Triple-Chain Witchgloves of the Lover",""
"242841733-0-25978","helm^n",""
"242841733-0-25979","Triple-Chain Vizard of the Lover",""
"242841733-0-25980","greaves^p",""
"242841733-0-25981","Triple-Chain Hagreaves of the Lover",""
"242841733-0-25982","pauldron^p",""
"242841733-0-25983","Triple-Chain Shoulderfans of the Lover",""
"242841733-0-25984","girdle^n",""
"242841733-0-25985","Double-Chain Sashgird of the Lover",""
"242841733-0-25986","robe^n",""
"242841733-0-25987","shoes^p",""
"242841733-0-25988","gloves^p",""
"242841733-0-25989","hat^n",""
"242841733-0-25990","breeches^p",""
"242841733-0-25991","jerkin^n",""
"242841733-0-25992","epaulets^p",""
"242841733-0-25993","sash^p",""
"242841733-0-25994","bow^n",""
"242841733-0-25995","jack^n",""
"242841733-0-25996","boots^p",""
"242841733-0-25997","bracers^p",""
"242841733-0-25998","helmet^n",""
"242841733-0-25999","guards^p",""
"242841733-0-26000","arm cops^p",""
"242841733-0-26001","belt^n",""
"242841733-0-26002","necklace^n",""
"242841733-0-26003","necklace^n",""
"242841733-0-26004","necklace^n",""
"242841733-0-26005","necklace^n",""
"242841733-0-26006","necklace^n",""
"242841733-0-26007","rune^n",""
"242841733-0-26008","shield^n",""
"242841733-0-26009","fire staff^n",""
"242841733-0-26010","axe^n",""
"242841733-0-26011","mace^n",""
"242841733-0-26012","sword^n",""
"242841733-0-26013","Steel Wyrdsword (Superior)",""
"242841733-0-26014","battle axe^n",""
"242841733-0-26015","maul^n",""
"242841733-0-26016","Steel Runemaul of the Lover",""
"242841733-0-26017","greatsword^n",""
"242841733-0-26018","axe^n",""
"242841733-0-26019","Carbon Steel Dirk (Superior)",""
"242841733-0-26020","ring^n",""
"242841733-0-26021","ring^n",""
"242841733-0-26022","ring^n",""
"242841733-0-26023","ring^n",""
"242841733-0-26024","ring^n",""
"242841733-0-26025","cuirass^n",""
"242841733-0-26026","Double-Chain Vestplate of the Lover",""
"242841733-0-26027","sabatons^p",""
"242841733-0-26028","Double-Chain Wyrdboots of the Lover",""
"242841733-0-26029","gauntlets^p",""
"242841733-0-26030","Double-Chain Witchgloves of the Lover",""
"242841733-0-26031","greaves^p",""
"242841733-0-26032","Double-Chain Hagreaves of the Lover",""
"242841733-0-26033","pauldron^p",""
"242841733-0-26034","Double-Chain Shoulderfans of the Lover",""
"242841733-0-26035","girdle^n",""
"242841733-0-26036","Chainmail Sashgird of the Lover",""
"242841733-0-26037","robe^n",""
"242841733-0-26038","shoes^p",""
"242841733-0-26039","gloves^p",""
"242841733-0-26040","breeches^p",""
"242841733-0-26041","jerkin^n",""
"242841733-0-26042","epaulets^p",""
"242841733-0-26043","sash^p",""
"242841733-0-26044","axe^n",""
"242841733-0-26045","jack^n",""
"242841733-0-26046","boots^p",""
"242841733-0-26047","bracers^p",""
"242841733-0-26048","guards^p",""
"242841733-0-26049","arm cops^p",""
"242841733-0-26050","belt^n",""
"242841733-0-26051","sword^n",""
"242841733-0-26052","mace^n",""
"242841733-0-26053","greatsword^n",""
"242841733-0-26054","battle axe^n",""
"242841733-0-26055","maul^n",""
"242841733-0-26056","mace^n",""
"242841733-0-26057","shield^n",""
"242841733-0-26058","fire staff^n",""
"242841733-0-26059","cape^n",""
"242841733-0-26060","cape^n",""
"242841733-0-26061","cape^n",""
"242841733-0-26062","cape^n",""
"242841733-0-26063","cape^n",""
"242841733-0-26064","cape^n",""
"242841733-0-26065","cape^n",""
"242841733-0-26066","cape^n",""
"242841733-0-26067","cape^n",""
"242841733-0-26068","cape^n",""
"242841733-0-26069","cape^n",""
"242841733-0-26070","cape^n",""
"242841733-0-26071","cape^n",""
"242841733-0-26072","cape^n",""
"242841733-0-26073","cape^n",""
"242841733-0-26074","cape^n",""
"242841733-0-26075","cape^n",""
"242841733-0-26076","cape^n",""
"242841733-0-26077","cape^n",""
"242841733-0-26078","cape^n",""
"242841733-0-26079","cape^n",""
"242841733-0-26080","cape^n",""
"242841733-0-26081","cape^n",""
"242841733-0-26082","cape^n",""
"242841733-0-26083","cape^n",""
"242841733-0-26084","cape^n",""
"242841733-0-26085","cape^n",""
"242841733-0-26086","cape^n",""
"242841733-0-26087","cape^n",""
"242841733-0-26088","cape^n",""
"242841733-0-26089","cape^n",""
"242841733-0-26090","cape^n",""
"242841733-0-26091","cape^n",""
"242841733-0-26092","cape^n",""
"242841733-0-26093","cape^n",""
"242841733-0-26094","cape^n",""
"242841733-0-26095","cape^n",""
"242841733-0-26096","cape^n",""
"242841733-0-26097","cape^n",""
"242841733-0-26098","cape^n",""
"242841733-0-26099","(V) Iron Sword^n",""
"242841733-0-26100","(V) Iron Battle Axe^n",""
"242841733-0-26101","(V) Iron Maul^n",""
"242841733-0-26102","(V) Iron Maul^n",""
"242841733-0-26103","(V) Iron Greatsword^n","(V) Iron Greatsword^f"
"242841733-0-26104","Test Spawn Anchor Near WP",""
"242841733-0-26105","Test Spawn IO Near WP",""
"242841733-0-26106","Test Spawn NPC Near WP",""
"242841733-0-26107","Test Spawn SpawnTable Near WP",""
"242841733-0-26108","Test Spawn Follower Near WP",""
"242841733-0-26109","Test Spawn Anchor Near WP",""
"242841733-0-26110","(V) Spidersilk Cape^n (Fine)",""
"242841733-0-26111","(V) Spidersilk Cape^n (Fine)",""
"242841733-0-26112","(V) Ebonthread Cape^n (Fine)",""
"242841733-0-26113","(V) Ebonthread Cape^n (Fine)",""
"242841733-0-26114","(V) Ebonthread Cape^n (Fine)",""
"242841733-0-26115","(V) Ebonthread Cape^n (Fine)",""
"242841733-0-26116","(V) Ebonthread Cape^n (Fine)",""
"242841733-0-26117","(V) Ebonthread Cape^n (Fine)",""
"242841733-0-26118","(V) Ebonthread Cape^n (Fine)",""
"242841733-0-26119","(V) Ebonthread Cape^n (Fine)",""
"242841733-0-26120","(V) Ebonthread Cape^n (Fine)",""
"242841733-0-26121","(V) Ebonthread Cape^n (Fine)",""
"242841733-0-26122","(V) Reinforced-Enbonthread Cape^n (Fine)",""
"242841733-0-26123","(V) Reinforced-Enbonthread Cape^n (Fine)",""
"242841733-0-26124","(V) Reinforced-Enbonthread Cape^n (Fine)",""
"242841733-0-26125","(V) Reinforced-Enbonthread Cape^n (Fine)",""
"242841733-0-26126","(V) Reinforced-Enbonthread Cape^n (Fine)",""
"242841733-0-26127","(V) Braced Cape^n (Fine)",""
"242841733-0-26128","(V) Braced Cape^n (Fine)",""
"242841733-0-26129","(V) Braced Cape^n (Fine)",""
"242841733-0-26130","(V) Braced Cape^n (Fine)",""
"242841733-0-26131","(V) Braced Cape^n (Fine)",""
"242841733-0-26132","Protective Wall of Amber",""
"242841733-0-26133","Barefoot Breton's Shoes",""
"242841733-0-26134","Needs Name",""
"242841733-0-26135","Necklace of Casimir",""
"242841733-0-26136","Sailor's Gloves",""
"242841733-0-26137","Helmet of the Planes",""
"242841733-0-26138","Ring of Westtry's Defense",""
"242841733-0-26139","Aera's Tracking Slippers",""
"242841733-0-26140","Elvira's Necklace",""
"242841733-0-26141","Needs Name",""
"242841733-0-26142","Academy Pauldrons of Spell Resistance",""
"242841733-0-26143","Eastmarch Bow 37 Needs Name",""
"242841733-0-26144","Conscript's Bow",""
"242841733-0-26145","Impervious Ring",""
"242841733-0-26146","Wayfarer's Necklace",""
"242841733-0-26147","Wayfarer's ring",""
"242841733-0-26148","Bow of the Ansei",""
"242841733-0-26149","Bangkorai Ring 37 Needs Name",""
"242841733-0-26150","Bangkorai Neck 37 Needs Name",""
"242841733-0-26151","Bangkorai Neck 41 Needs Name",""
"242841733-0-26152","Bangkorai Ring 43 Needs Name",""
"242841733-0-26153","Bangkorai Neck 42 Needs Name",""
"242841733-0-26154","Dwarven Mage Ring",""
"242841733-0-26155","Tava's Mercy",""
"242841733-0-26156","Brigandine of Bergama",""
"242841733-0-26157","Windcaller's Sash",""
"242841733-0-26158","Ring of the Ansei",""
"242841733-0-26159","Gravewarden's Corpse Ring",""
"242841733-0-26160","Shabby Robe",""
"242841733-0-26161","Marred Axe",""
"242841733-0-26162","Reachmen Disguise",""
"242841733-0-26163","Hallin's War Belt",""
"242841733-0-26164","Stoneskin Gloves",""
"242841733-0-26165","Uncompromising Chain of Protection",""
"242841733-0-26166","Ring of the Risen",""
"242841733-0-26167","Stone Collar of the Handler",""
"242841733-0-26168","Band of the Shadow Guard",""
"242841733-0-26169","rune^n",""
"242841733-0-26170","rune^n",""
"242841733-0-26171","rune^n",""
"242841733-0-26172","rune^n",""
"242841733-0-26173","rune^n",""
"242841733-0-26174","rune^n",""
"242841733-0-26175","rune^n",""
"242841733-0-26176","rune^n",""
"242841733-0-26177","rune^n",""
"242841733-0-26178","(V) Worthy Rune^n (Superior)",""
"242841733-0-26179","(V) Handsome Rune^n (Superior)",""
"242841733-0-26180","(V) Ornate Rune^n (Superior)",""
"242841733-0-26181","(V) Elegant Rune^n (Superior)",""
"242841733-0-26182","(V) Splendid Rune^n (Fine)",""
"242841733-0-26183","(V) Noble Rune^n (Fine)",""
"242841733-0-26184","(V) Plain Rune^n (Fine)",""
"242841733-0-26185","(V) Plain Rune^n (Fine)",""
"242841733-0-26186","(V) Ebon Shield^n (Superior)",""
"242841733-0-26187","(V) Lord's-Plate Shield^n (Superior)",""
"242841733-0-26188","(V) Osage Fire Staff^n (Superior)",""
"242841733-0-26189","(V) Yew Fire Staff^n (Superior)",""
"242841733-0-26190","jerkin^n",""
"242841733-0-26191","arm cops^p",""
"242841733-0-26192","arm cops^p",""
"242841733-0-26193","pauldron^p",""
"242841733-0-26194","pauldron^p",""
"242841733-0-26195","shield^n",""
"242841733-0-26196","shield^n",""
"242841733-0-26197","shield^n",""
"242841733-0-26198","shield^n",""
"242841733-0-26199","arm cops^p",""
"242841733-0-26200","arm cops^p",""
"242841733-0-26201","ring^n",""
"242841733-0-26202","bracers^p",""
"242841733-0-26203","mace^n",""
"242841733-0-26204","bracers^p",""
"242841733-0-26205","axe^n",""
"242841733-0-26206","sword^n",""
"242841733-0-26207","Imperial Disguise",""
"242841733-0-26208","Double-Chain Cuirass",""
"242841733-0-26209","Double-Chain Cuirass",""
"242841733-0-26210","Double-Chain Cuirass",""
"242841733-0-26211","Grosgrain Jerkin",""
"242841733-0-26212","Grosgrain Jerkin",""
"242841733-0-26213","Grosgrain Jerkin",""
"242841733-0-26214","Grosgrain Robe",""
"242841733-0-26215","Grosgrain Robe",""
"242841733-0-26216","Grosgrain Robe",""
"242841733-0-26217","Herbal Potion (Health)",""
"242841733-0-26218","Herbal Potion (Magicka)",""
"242841733-0-26219","Herbal Potion (Stamina)",""
"242841733-0-26220","(T) Scrim Jerkin of the Lady",""
"242841733-0-26221","Broadcloth Jerkin",""
"242841733-0-26222","Broadcloth Gloves",""
"242841733-0-26223","Aged Maple Staff",""
"242841733-0-26224","Scrim Breeches",""
"242841733-0-26225","Broadcloth Shoes",""
"242841733-0-26226","Silver Loop",""
"242841733-0-26227","Doubled Epaulets",""
"242841733-0-26228","Runed Scroll (Health)",""
"242841733-0-26229","Runed Scroll (Stamina)",""
"242841733-0-26230","Runed Scroll (Magicka)",""
"242841733-0-26231","Mineral Salve (Health)",""
"242841733-0-26232","Mineral Salve (Magicka)",""
"242841733-0-26233","Mineral Salve (Stamina)",""
"242841733-0-26234","Elixer of Int and Will",""
"242841733-0-26235","Elixer of Str and Agi",""
