"location","source","target"
"165399380-0-68235","Grrr!",""
"165399380-0-68468","Why are you bothering me? I'm trying to figure out what to wear tonight. I have an important… occasion that I'm attending.",""
"165399380-0-68588","<This is one of the many options to wear at the wedding.>",""
"165399380-0-68590","<This is one of the many options to wear at the wedding.>",""
"165399380-0-68592","<This is one of the many options to wear at the wedding.>",""
"165399380-0-68629","Oh, it's you.",""
"165399380-0-68649","Don't think I've seen you around here before. But I could've, I was quite drunk yesterday, so if we met, my apologies for not remembering.",""
"165399380-0-68704","I suppose I have been half expecting to see you or Danni on my doorstep.",""
"165399380-0-68822","<This woman appears to have been totured to death.>",""
"168351172-0-33","Consumable items can be loaded to your quickslot wheel for use in combat. Press <<1>> and select |t32:32:EsoUI/Art/MenuBar/Gamepad/gp_playerMenu_icon_inventory.dds|t ""Inventory"", then select  ""Consumables"".  Select the item you want to quickslot and press <<2>> to assign it to a slot.",""
"168351172-0-56","Need help accessing DLC? Visit the in-game Tutorials for detailed information on how to get in and play.",""
"168351172-0-62","Crown Store Soul Gems can be given priority over regular in-game Soul Gems by toggling the Default Soul Gem setting in the Gameplay submenu of your Options.",""
"168415844-0-7285","The vampires have all been defeated. But At'avar's fate is not certain.",""
"168415844-0-7289","The vampires have all been defeated. But At'avar's fate is not certain.",""
"168675493-0-3491","Q5556 Malcolm Locke Rescue",""
"168675493-0-3479","Target Three",""
"168675493-0-3482","Watch Harass",""
"168675493-0-3470","Test 10",""
"168675493-0-3456","Zanadunoz the Reborn",""
"168675493-0-3457","Ice Wraith Attack",""
"168675493-0-3458","Kurog and Alga",""
"168675493-0-3459","Generic Boss Fight",""
"168675493-0-3460","Q30 DB SoD A",""
"168675493-0-3461","Q30 DB SoD B",""
"168675493-0-3462","Q30 DB SoD C",""
"168675493-0-3463","Q30 DB SoD D",""
"168675493-0-3464","Q30 DB SoD E",""
"168675493-0-3465","Q30 DB SoD F",""
"168675493-0-3466","Q30 DB SoD G",""
"168675493-0-3467","Q30 DB SoD H",""
"168675493-0-3468","Q30 DB SoD I",""
"168675493-0-3469","Q30 DB SoD J",""
"168675493-0-3471","Flee Paragon",""
"168675493-0-3472","Flee Paragon",""
"168675493-0-3473","Q5530 DBProto",""
"168675493-0-3474","Vosh Rakh",""
"168675493-0-3475","Vosh Rakh",""
"168675493-0-3476","Contract",""
"168675493-0-3477","Test One",""
"168675493-0-3478","Target Two",""
"168675493-0-3480","Q5541 Merivus Boss",""
"168675493-0-3481","Garroter",""
"168675493-0-3483","Thief Runs Away",""
"168675493-0-3484","Thief Steal",""
"168675493-0-3485","Assistant Hides",""
"168675493-0-3486","Test Wave Controller Bug",""
"168675493-0-3487","Frozen Fleet",""
"168675493-0-3488","Boss Fight",""
"168675493-0-3489","Generic Boss Fight",""
"168675493-0-3490","Generic Boss Fight",""
"168675493-0-3492","SoD Boss",""
"168675493-0-3493","Bear Boss",""
"168675493-0-3494","Paragon",""
"168675493-0-3495","Lamia",""
"168675493-0-3496","Maormer",""
"168675493-0-3497","Sunken Queen Syvarra",""
"168675493-0-3498","Slave Master Virindi",""
"168675493-0-3499","Zalar-do",""
"168675493-0-3500","Decia Plinera",""
"168675493-0-3501","Falorah Escort",""
"172030117-2-1320","Smuggled away in Shipwreck Cove.",""
"172030117-2-1250","Guthrag's Mask",""
"172030117-12-1324","Thukhozod's Bracer",""
"172030117-3-1240","Kill Janavynn",""
"172030117-3-1237","Kill Sharga the Firestarter",""
"172030117-3-1250","Centurion's Signet",""
"172030117-8-1305","Voriak Solkyn",""
"172030117-0-1288","Kill Corintthac the Abomination","Uccidi Corintthac l'Abominio"
"172030117-4-1317","Prismatic",""
"172030117-15-1324","Eye of Zthenganaz",""
"172030117-5-1248","Kingmaker",""
"172030117-0-1242","Wrothgar Explorer","Esplorat<<player{ore/rice}>> di Wrothgar"
"172030117-5-1304","Champion of Atrocity",""
"172030117-0-1311","Gain 1000 Tel Var Stones over the lifetime of your character.",""
"172030117-0-1324","The First Charter",""
"172030117-14-1324","Black Quill",""
"172030117-0-1299","Argent Mine Explorer","Esplorat<<player{ore/rice}>> della Miniera d'Argento"
"172030117-0-1289","Kill Mad Urkazbur the Ogre","Uccidi il Folle Urkazbur l'Ogre"
"172030117-0-1237","Kill Rkinadhar",""
"172030117-0-1244","Wrothgar Pathfinder","Esplorat<<player{ore/rice}>> di Wrothgar"
"172030117-0-1241","Wrothgar Newcomer","Turista di Wrothgar"
"172030117-4-1304","Matriarch Runa",""
"172030117-10-1320","Washed down river by Dwarven boilers.",""
"172030117-1-1324","Horn of Beasts",""
"172030117-0-1300","Thukhozod's Sanctum Explorer",""
"172030117-0-1305","Maxus the Many",""
"172030117-2-1240","Kill Great Zoraluma",""
"172030117-10-1250","Agra Crun",""
"172030117-14-1250","Black Quill",""
"172030117-0-1235","Recharge the Batteries",""
"172030117-0-1238","Malacath's Chosen",""
"172030117-0-1240","Kill Orzik the Storm-born",""
"172030117-0-1243","Wrothgar Trailblazer","Pionier<<player{e/a}>> di Wrothgar"
"172030117-0-1245","Wrothgar Adventurer","Avventurier<<player{o/a}>> di Wrothgar"
"172030117-0-1247","One Last Brawl","Un'Ultima Rissa"
"172030117-0-1248","Relic Hunter",""
"172030117-0-1250","The First Charter",""
"172030117-0-1257","Rkindaleft Vanquisher","Annientat<<player{ore/rice}>> di Rkindaleft"
"172030117-0-1260","Complete quest ""A King-Sized Problem"" in Wrothgar.",""
"172030117-0-1285","Kill Old Snagara.",""
"172030117-0-1286","Kill Zanadunoz the Reborn.",""
"172030117-0-1287","Kill King-Chief Edu","Uccidi il Re-Capo Edu"
"172030117-0-1290","Kill Nyzchaleft","Uccidi Nyzchaleft"
"172030117-0-1297","Nikolvara's Kennel Explorer",""
"172030117-0-1298","Coldperch Cavern Explorer","Esplorat<<player{ore/rice}>> di Caverna Poggiofreddo"
"172030117-0-1301","Watcher's Hold Explorer","Esplorat<<player{ore/rice}>> di Forte della Sentinella"
"172030117-0-1302","Zthenganaz Explorer","Esplorat<<player{ore/rice}>> di Zthenganaz"
"172030117-0-1304","Maxus the Many",""
"172030117-0-1312","Gain 10,000 Tel Var Stones over the lifetime of your character.",""
"172030117-0-1316","Orsinium Patron","Mecenate di Orsinium"
"172030117-0-1320","Beneath the ruined aqueduct.",""
"172030117-0-1321","Nikolvara's Kennel Explorer","Esplorat<<player{ore/rice}>> del Canile di Nikolvara"
"172030117-0-1325","Orc King's Councilor","Consiglier<<player{e/a}>> del Re Orco"
"172030117-0-1326","Orc King's Marshal","Maresciallo del Re Orco"
"172030117-0-1327","Orc King's Conqueror","Conquistat<<player{ore/rice}>> del Re Orco"
"172030117-0-1328","Wrothgar Grand Adventurer",""
"172030117-1-1237","Kill Wandering Illia",""
"172030117-1-1240","Kill Mercedene the Cursed",""
"172030117-1-1248","Wrothgar Dungeon Slayer","Ucci<<player{sore/ditrice}>> delle Spedizioni di Wrothgar"
"172030117-1-1250","Horn of Beasts",""
"172030117-1-1257","Old Orsinium Vanquisher",""
"172030117-1-1260","Complete quest ""The Anger of a King"" in Wrothgar.",""
"172030117-1-1304","Centurion Champions",""
"172030117-1-1305","Centurion Champions",""
"172030117-1-1320","West of the cliff jumper's falls.",""
"172030117-1-1322","Grudge-Rock Falls","Cascate Roccia dell'Astio"
"172030117-1-1323","Wrothgar Master Seeker","Maestr<<player{o/a}>> Ricercat<<player{ore/rice}>> di Wrothgar"
"172030117-2-1237","Kill Azorrinuz",""
"172030117-2-1248","Defender of Orsinium","Bastione di Orsinium"
"172030117-2-1260","Complete quest ""Blood on a King's Hands"" in Wrothgar.",""
"172030117-2-1304","Lamia Queen",""
"172030117-2-1305","Lamia Queen",""
"172030117-2-1324","Guthrag's Mask",""
"172030117-3-1260","Complete quest ""Long Live the King"" in Wrothgar.",""
"172030117-3-1304","Control Guardian",""
"172030117-3-1305","Control Guardian",""
"172030117-3-1320","On a stonecutter's scaffold.",""
"172030117-3-1321","Thukhozod's Sanctum Explorer","Esplorat<<player{ore/rice}>> del Santuario di Thukhozod"
"172030117-3-1322","Forlorn Watchtower","Torre d'Osservazione Abbandonata"
"172030117-3-1324","Centurion's Signet",""
"172030117-4-1240","Kill Batunalulr",""
"172030117-4-1248","Wrothgar Grand Adventurer","Grande Avventurier<<player{o/a}>> di Wrothgar"
"172030117-4-1249","Defeat Mad Urkazbur the Ogre.",""
"172030117-4-1250","Frostbreak Chalice",""
"172030117-4-1305","Matriarch Runa",""
"172030117-4-1320","A seaside view from the cliffs of Morkul.",""
"172030117-4-1322","Jehanna Docks","Banchine Jehanna"
"172030117-4-1324","Frostbreak Chalice",""
"172030117-5-1250","Trinimac House Idol",""
"172030117-5-1305","Champion of Atrocity",""
"172030117-5-1320","Above the ancient barrow.",""
"172030117-5-1322","Torug's Arch","Arco di Torug"
"172030117-5-1324","Trinimac House Idol",""
"172030117-6-1250","Nuzava's Anvil",""
"172030117-6-1304","Argonian Behemoth",""
"172030117-6-1305","Argonian Behemoth",""
"172030117-6-1320","Lost cargo on a frozen freighter.",""
"172030117-6-1324","Nuzava's Anvil",""
"172030117-7-1250","Dwarf Light",""
"172030117-7-1304","Valkyn Tephra",""
"172030117-7-1305","Valkyn Tephra",""
"172030117-7-1320","Atop the frozen waterfall.",""
"172030117-7-1324","Dwarf Light",""
"172030117-8-1250","Torc of Baloth Bloodtusk",""
"172030117-8-1304","Voriak Solkyn",""
"172030117-8-1320","Overlooking the ice-bound Centurion.",""
"172030117-8-1324","Torc of Baloth Bloodtusk",""
"172030117-9-1250","Map of Clans",""
"172030117-9-1320","Caught in the webs of the old city.",""
"172030117-9-1324","Map of Clans",""
"172030117-10-1324","Agra Crun",""
"172030117-11-1250","Uzdabikh's Helm",""
"172030117-11-1320","Surrounded by silver.",""
"172030117-11-1324","Uzdabikh's Helm",""
"172030117-12-1250","Thukhozod's Bracer",""
"172030117-12-1320","An unusual egg for harpies.",""
"172030117-13-1250","Liquid Silver",""
"172030117-13-1320","Pried from a necromancer's cold, dead hands.",""
"172030117-13-1324","Liquid Silver",""
"172030117-14-1320","Kept as a prize in the cold Dwarf tomb.",""
"172030117-15-1250","Eye of Zthenganaz",""
"172030117-15-1320","In a subterranean spider oasis.",""
"172030117-16-1250","Hammer of Glass",""
"172030117-16-1320","Amidst the crumbling gargoyles.",""
"172030117-16-1324","Hammer of Glass",""
"172030117-17-1250","Heart of Zandadunoz",""
"172030117-17-1324","Heart of Zandadunoz",""
"172030117-18-1250","Scepter of the Riekr King-Chief",""
"172030117-18-1324","Scepter of the Riekr King-Chief",""
"172030117-19-1250","Mad Urkazbur's Ice-Effigy",""
"172030117-19-1324","Mad Urkazbur's Ice-Effigy",""
"172030117-12-1348","Learn the Mercenary Style for Staves",""
"172030117-9-1340","Pariah Lumpfish",""
"172030117-10-1348","Learn the Mercenary Style for Shields",""
"172030117-3-1329","Depress",""
"172030117-5-1340","Hairy Coffinfish",""
"172030117-5-1341","Learn the Ancient Orc Style for Daggers",""
"172030117-0-1335","Monster Hunter of the Month","Cacciat<<player{ore/rice}>> di Mostri del Mese"
"172030117-0-1331","Wrothgar Cliff Jumper","Saltat<<player{ore/rice}>> di Scogliera di Wrothgar"
"172030117-0-1329","Enrich",""
"172030117-0-1332","Cliff Causality","Vittima della Scogliera"
"172030117-4-1345","Defeat the Lord Warden's Council",""
"172030117-4-1340","Greater Ashmouth",""
"172030117-0-1337","Wrothgar Delve Weekly","Antro Settimanale di Wrothgar"
"172030117-0-1330","Maelstrom Arena: Perfect Run","Arena Maelstrom: Perfetta"
"172030117-0-1333","One at a Time","Uno per Volta"
"172030117-0-1334","Lucky Seven","Settebello"
"172030117-0-1336","A Delve a Day","Un Antro al Giorno"
"172030117-0-1338","Wrothgar Delve Monthly","Antro Mensile di Wrothgar"
"172030117-0-1339","Hooking Wrothgar's Biggest Catch","La più Grossa Preda di Wrothgar"
"172030117-0-1340","Black Scabbardfish",""
"172030117-0-1341","Learn the Ancient Orc Style for Axes",""
"172030117-0-1345","Defeat the Overfiend",""
"172030117-0-1346","Defeat the Adjudicator",""
"172030117-0-1348","Learn the Mercenary Style for Axes",""
"172030117-1-1329","Refine",""
"172030117-1-1340","Blue-Ringed Octopus",""
"172030117-1-1341","Learn the Ancient Orc Style for Belts",""
"172030117-1-1345","Defeat Ibomez the Flesh Sculptor",""
"172030117-1-1346","Defeat the Elite Guard",""
"172030117-1-1348","Learn the Mercenary Style for Belts",""
"172030117-2-1329","Decay",""
"172030117-2-1340","Chinlea",""
"172030117-2-1341","Learn the Ancient Orc Style for Boots",""
"172030117-2-1345","Defeat the Gravelight Sentry",""
"172030117-2-1346","Defeat the Planar Inhibitor",""
"172030117-2-1348","Learn the Mercenary Style for Boots",""
"172030117-3-1340","Giant Hammerjaw",""
"172030117-3-1341","Learn the Ancient Orc Style for Bows",""
"172030117-3-1345","The Flesh Abomination",""
"172030117-3-1346","Defeat Molag Kena",""
"172030117-3-1348","Learn the Mercenary Style for Bows",""
"172030117-4-1341","Learn the Ancient Orc Style for Chests",""
"172030117-4-1348","Learn the Mercenary Style for Chests",""
"172030117-5-1345","Defeat Lord Warden Dusk",""
"172030117-5-1348","Learn the Mercenary Style for Daggers",""
"172030117-6-1340","Lesser Ashmouth",""
"172030117-6-1341","Learn the Ancient Orc Style for Gloves",""
"172030117-6-1348","Learn the Mercenary Style for Gloves",""
"172030117-7-1340","Matron Eelpout",""
"172030117-7-1341","Learn the Ancient Orc Style for Helmets",""
"172030117-7-1348","Learn the Mercenary Style for Helmets",""
"172030117-8-1340","Nelma",""
"172030117-8-1341","Learn the Ancient Orc Style for Legs",""
"172030117-8-1348","Learn the Mercenary Style for Legs",""
"172030117-9-1341","Learn the Ancient Orc Style for Maces",""
"172030117-9-1348","Learn the Mercenary Style for Maces",""
"172030117-10-1340","Tum Weever",""
"172030117-10-1341","Learn the Ancient Orc Style for Shields",""
"172030117-11-1340","Vorkhiposh",""
"172030117-11-1341","Learn the Ancient Orc Style for Shoulders",""
"172030117-11-1348","Learn the Mercenary Style for Shoulders",""
"172030117-12-1341","Learn the Ancient Orc Style for Staves",""
"172030117-13-1341","Learn the Ancient Orc Style for Swords",""
"172030117-13-1348","Learn the Mercenary Style for Swords",""
"173340693-0-36","Special Offers",""
"17915077-0-379","Phoenix",""
"18173141-0-22","Senche-Leopard Mount",""
"18173141-0-23","Clouded Senche-Leopard Mount","Cavalcatura Leopardo-Senche Offuscato"
"18173141-0-151","Cave Bear Mount","Cavalcatura Orso delle Caverne"
"18173141-0-157","Dragontail Goat","Capra Coda-di-drago"
"18173141-0-158","Sanguine's Black Goat","Capro Nero di Sanguine"
"18173141-0-179","Dubious Midnight Union Thief",""
"18173141-0-180","Dubious Vanguard Uniform",""
"18173141-0-181","Dubious Henchman",""
"18173141-0-182","Dubious Stormfist",""
"18173141-0-183","Dubious Lerisa's Sea Drake",""
"18173141-0-184","Dubious Keeper's Garb",""
"18173141-0-185","Dubious Sea Drake",""
"18173141-0-186","Dubious Pirate",""
"18173141-0-187","Dubious Red Rook",""
"18173141-0-188","Dubious Colovian",""
"18173141-0-189","Skeletal Bear Mount","Cavalcatura Orso Scheletrico"
"18173141-0-190","Black Bear Cub",""
"18173141-0-191","Cave Bear Cub","Cucciolo di Orso delle Caverne"
"18173141-0-192","Psijic Domino Pig","Maiale Domino Psijic"
"18173141-0-193","Snow Bear Cub",""
"18173141-0-194","Corseted Riding Outfit",""
"18173141-0-195","Off-the-Shoulder Evening Dress",""
"18173141-0-196","High-Collared Coin Ball Gown",""
"18173141-0-197","Wayrest Dockworker's Clothes","Vestiti da Portuale di Wayrest"
"18173141-0-198","Shornhelm Citizen's Town Garb",""
"18173141-0-199","Formal Attire by House Manteau","Abito Formale di Casa Manteau"
"18173141-0-200","Sand-Kissed Salwar Ensemble",""
"18173141-0-201","Whisperweft Gala Wear",""
"18173141-0-202","""Song of the Night"" Ensemble",""
"18173141-0-203","""Eternity"" Tunic with Pants",""
"18173141-0-204","Summit Lord's Silken Robes",""
"18173141-0-205","""Brilliance"" Brocade Robes",""
"18173141-0-206","Regalia of the Orsimer King",""
"18173141-0-207","Dubious Feralis Uniform",""
"18173141-0-208","Dubious Gavo Earring",""
"18173141-0-209","Dubious Servant's Robes",""
"18173141-0-210","Dubious Forebear",""
"18173141-0-211","Dubious Dishdasha",""
"18173141-0-212","Test Pup",""
"18173141-0-213","Maelstrom Baron Polymorph",""
"18173141-0-214","Dubious Khajiit Trader",""
"18173141-0-215","Orsinium","Orsinium"
"18173141-0-216","A Zone Full of New Quest Content",""
"18173141-0-217","New Overland Group Bosses",""
"18173141-0-218","Exciting New Public Dungeons",""
"18173141-0-219","Solo Challenge: Maelstrom Arena",""
"18173141-0-220","Vosh Rakh Ceremonial Mask",""
"18173141-0-221","Rihad Riding Camel",""
"18173141-0-222","Camel",""
"18173141-0-223","New Mounts, Pets, and Gear!",""
"18173141-0-224","Test Bear Polymorph",""
"18173141-0-225","Winterborn Shaman Costume",""
"18173141-0-226","Winterborn Hunter's Costume",""
"18173141-0-227","Winterborn Warrior's Costume",""
"18173141-0-228","Cavalier of the Sworn Oath",""
"18173141-0-229","Trinimac's Penitent Knight",""
"18173141-0-230","Old Orsinium Sentry",""
"18173141-0-231","Pale Velothi Guar","Guar Pallido Velothi"
"18173141-0-232","Moonlight Senche-Tiger",""
"18173141-0-233","Camel 1","Cammello 1"
"18173141-0-234","Camel 2","Cammello 2"
"18173141-0-235","Camel 3","Cammello 3"
"18173141-0-236","Jo-m'Athra Spellcaster Suit",""
"18173141-0-237","Dar-m'Athra Stealth Outfit",""
"18173141-0-238","Do-m'Athra Battle Armor",""
"18173141-0-239","Thieves Guild Blackcap Garb",""
"18173141-0-240","Thieves Guild Pickpocket Wear",""
"18173141-0-241","Thieves Guild Footpad Armor",""
"187403918-0-105","Use to learn the Akaviri crafting style.",""
"187403918-0-98","Use to learn the Ancient Elf crafting style.",""
"187403918-0-91","Use to learn the Bosmer crafting style.",""
"187403918-0-35","This white confection is perfect for exchanging Rings of Mara—or delving dungeons with the Undaunted.",""
"187403918-0-77","One who uses this will be cursed—or blessed—with Noxophilic Sanguivoria, and will become a Child of the Night. In other words: a vampire! (Priests of Arkay can cure this affliction, if desired.)",""
"187403918-0-78","A mortal who uses this will receive Hircine's Gift and become a lycanthrope, a skin-changer—in short, a werewolf! (Priests of Arkay can cure this affliction, if desired.)",""
"187403918-0-85","Use to learn the Dwemer crafting style.",""
"187403918-0-86","Use to learn the Imperial crafting style.",""
"187403918-0-87","Use to learn the Breton crafting style.",""
"187403918-0-88","Use to learn the Orc crafting style.",""
"187403918-0-89","Use to learn the Redguard crafting style.",""
"187403918-0-90","Use to learn the Altmer crafting style.",""
"187403918-0-92","Use to learn the Khajiit crafting style.",""
"187403918-0-93","Use to learn the Dunmer crafting style.",""
"187403918-0-94","Use to learn the Argonian crafting style.",""
"187403918-0-95","Use to learn the Nord crafting style.",""
"187403918-0-96","Use to learn the Primal crafting style.",""
"187403918-0-97","Use to learn the Barbaric crafting style.",""
"187403918-0-99","Use to learn the Daedric crafting style.",""
"187403918-0-104","Use to learn the Yokudan crafting style.",""
"187403918-0-106","Use to learn the Glass crafting style.",""
"187403918-0-134","Use to learn the Xivkyn crafting style.",""
"187403918-0-143","Make adventuring a little easier with a faithful hound and a horse to ride, plus 10 Tri-Restoration Potions, a Fortifying Meal, an Experience Scroll, 2 full Soul Gems, and 2 Repair Kits.",""
"187403918-0-171","The Breton nobility like to display their wealth through their apparel, as shown by the rich garb of this outfit designed by Lady Eloisse of House Manteau.",""
"187403918-0-175","Designer Sar'aq says, ""It's hot in the Alik'r Desert; women working in this environment prefer light clothing that lets cooling breezes reach the skin.""",""
"187403918-0-184","Take home the Orsinium DLC along with a Cave Bear Mount and her Cub, plus 5 Experience Scrolls!",""
"187403918-0-168","The Snow Bear is known for its fierceness, but its cub is as cute as a bug. Maybe even two bugs.",""
"187403918-0-212","Use to learn the Glass crafting style.",""
"187403918-0-213","Use to learn the Akaviri crafting style.",""
"187403918-0-205","Get Cyrodilic with your personal Mind-Shriven Skin, a Mind-Shriven Horse to ride, a creepy Daedrat pet, and the mighty Imperial City DLC!",""
"187403918-0-178","In Orsinium these days, even a working-class tusker likes some flair in his clothing—and nothing says ""modern Orc"" like a bias-cut-placket jerkin from Borzighu at Coldsnap Clothiers.",""
"187403918-0-73","Show some class with this opulent yet restrained aristocrat's ensemble for the high-toned and the haughty.",""
"187403918-0-72","This elegant satin dress is the last word in aristocratic sophistication. Suitable for all occasions where refined splendor is required.",""
"187403918-0-172","Designer Lady Eloisse says, ""A Breton man's traditional working-class outfit is practical but still has touches of style, as shown in this outfit by the jerkin's collar and lacing, and the turned-down tops of the boots.""",""
"187403918-0-188","This stalwart mount comes from the ashlands downwind of the volcanoes of the Velothi Mountains, and is well adapted to surviving under the harshest of conditions.",""
"187403918-0-71","Formal yet undeniably dapper, this season's wedding ensemble will be gracing grooms at nuptials across Tamriel.",""
"187403918-0-148","The brown Goats of the Dragontail Mountains are stronger than they look. There's a saying in Hammerfell: ""Hits as hard as a Dragontail ram!""",""
"187403918-0-149","It's just a goat. Isn't it? But why does it look at you like that? Did it just … whisper? No. It's just a goat!",""
"187403918-0-162","Found throughout Tamriel's northern mountains, the Cave Bear makes a hardy and imposing mount.",""
"187403918-0-163","The Black Bear is common across Cyrodiil, but is also seen north into High Rock and Skyrim, where it is considered a warrior's mount.",""
"187403918-0-164","A re-animated Skeletal Bear makes a fearsome mount, and is a favorite of northern Tamriel's necromancers.",""
"187403918-0-165","The Black Bear Cub is both playful and affectionate, and is so adorable it's quickly forgiven for whatever trouble it gets into.",""
"187403918-0-166","The Cave Bear Cub may miss its mountain home, but that just makes it twice as loyal to its mortal companion.",""
"187403918-0-167","Originally bred on the Isle of Artaeum, the black-and-white Domino Pig is so smart it can count to five and learn to recognize its name.",""
"187403918-0-169","Even among the working class, a Breton woman likes to add a touch of feminine flair to her otherwise practical clothing.",""
"187403918-0-170","Lady Eloisse of House Manteau offers this traditional Breton outfit for a woman of the merchant or artisan class—quite pretty without being ostentatious!",""
"187403918-0-173","""Whether he's a merchant in Shornhelm or a crafter in Wayrest, a man likes to look good when he's at his trade, and what looks better than a suede doublet over velveteen breeches?"" says Lady Eloisse, Couturier of House Manteau.",""
"187403918-0-174","The outfits of the Breton nobility are elegant but austere, almost military, harkening back to the High Rock tradition of knightly orders, those chivalrous nobles who threw off the yoke of the Direnni High Elves in the First Era.",""
"187403918-0-176","""A Redguard woman of the middle classes doesn't perform much manual labor, so her clothing can be handsome and ornamental, while still light enough to keep the wearer cool during the heat of the day,"" according to Sar'aq of Sentinel.",""
"187403918-0-177","A Redguard noblewoman's attire, such as this ensemble by Sar'aq of Sentinel, is made of light fabric designed to be both beautiful and impressive, a constant reminder of the wearer's elevated social position.",""
"187403918-0-179","For the stylish Orc merchant or artisan, Borzighu the Tidy Tailor of Orsinium has decided the watchwords this season are ""restrained elegance.""",""
"187403918-0-180","For the Orsinium clan chief, Borzighu of Coldsnap Clothiers offers rich fabrics in subtle shades, accented with gold and steel to convey an indelible image of wealth and power.",""
"187403918-0-181","Come to the homeland of the Orcs in Tamriel Unlimited's first new PvE quest content DLC! Help King Kurog rebuild the city of Orsinium, and watch its walls and towers rise due to your deeds. Includes new armor, weapons, a solo challenge arena, and more!",""
"187403918-0-182","Get Tamriel Unlimited's first two DLC packs for one bargain price! Treat yourself to a broad array of new content for every play style.",""
"187403918-0-183","The Snow Bear makes a superior mount for northern climes, as it's undaunted by even the fiercest winter weather.",""
"187403918-0-185","A giant's trove of supplies: 20 Tri-Restoration Potions, 5 Fortifying Meals, 5 Experience Scrolls, 5 full Soul Gems, and 5 Repair Kits.",""
"187403918-0-186","A crate of handy supplies: 10 Tri-Restoration Potions, plus a Fortifying Meal, an Experience Scroll, a full Soul Gem, and a Repair Kit.",""
"187403918-0-187","These three costumes are the clothing of the savage Winterborn, a clan of raiders from the Reach who have invaded Orsinium.",""
"187403918-0-189","The Moonlight Senche-Tigers have been the sleek and silvery guardians of the Khajiiti temples of the moons ever since the revelation of the Riddle'Thar.",""
"187403918-0-193","Includes the garb of three variations of the Khajiiti Lost Cats: the spellcasting jo-m'Athra, stealthy dar-m'Athra, and warrior do-m'Athra.",""
"187403918-0-194","A selection of outfits in Thieves Guild livery, for stealthy Blackcaps, Pickpockets, and Footpads.",""
"187403918-0-206","|cFFFFFFAn 8,100 Crown Value for 1,900 Crowns! Over|r |c76BCC375%|r |cFFFFFFoff!|rn Green Narsis Guar mountn 10 Experience Scrollsn 10 Riding Speed Lessonsn 10 Riding Capacity Lessonsn 10 Fortifying Mealsn 10 Soul Gemsn 50 Tri-Restoration Potions",""
"187403918-0-214","This enables crafting in the utilitarian and militaristic Mercenary style.",""
"188155806-0-1317","Translate all of the Veteran Rank 15 and 16 runestones.",""
"188155806-0-1287","Kill the Riekr regent King-Chief Edu at the King-Chief's Throne.",""
"188155806-0-1238","Resist the cultist onslaught in Old Orsinium.",""
"188155806-0-1244","Complete 21 quests in Wrothgar.",""
"188155806-0-159","Kill the gargoyle, Menhir Stoneskin, at Valeguard Tower.",""
"188155806-0-880","Defeat the Overfiend, Ibomez the Flesh Sculptor, the Gravelight Sentry, the Flesh Abomination, the Lord Warden's Council, and Lord Warden Dusk in Veteran Imperial City Prison.",""
"188155806-0-1120","Defeat the Adjudicator, the Elite Guard, the Planar Inhibitor, and Molag Kena in Veteran White-Gold Tower.",""
"188155806-0-1128","Defeat all mini-boss and boss enemies in Veteran Imperial City Prison within forty five minutes of starting the dungeon. Timer starts when players enter The Bastion.",""
"188155806-0-1129","Defeat all mini-boss and boss enemies in Veteran Imperial City Prison without suffering a group member death.",""
"188155806-0-1130","Defeat 50 Vigilant Watchers in Veteran Imperial City Prison.",""
"188155806-0-1131","Defeat 300 Mindshriven in Veteran Imperial City Prison.",""
"188155806-0-1132","Complete the listed Challenges for veteran dungeons in Imperial City.",""
"188155806-0-1133","In Imperial City Prison, defeat the Overfiend, Ibomez the Flesh Sculptor, the Gravelight Sentry, the Flesh Abomination, and Lord Warden Dusk without any group member being noticed by the Vigilant Watchers.",""
"188155806-0-1235","Activate the ancient centurion in Rkindaleft.",""
"188155806-0-1236","Defeat all of Rkindaleft's champions.",""
"188155806-0-1237","Defeat 3 champions in the Rkindaleft public dungeon.",""
"188155806-0-1239","Defeat all of the champions in Old Orsinium.",""
"188155806-0-1240","Defeat 3 champions in the Old Orsinium public dungeon.",""
"188155806-0-1241","Complete 3 quests in Wrothgar.",""
"188155806-0-1242","Complete 9 quests in Wrothgar.",""
"188155806-0-1243","Complete 15 quests in Wrothgar.",""
"188155806-0-1245","Complete 27 quests in Wrothgar.",""
"188155806-0-1247","Grant 5 elderly Orc warriors a glorious death.",""
"188155806-0-1248","Complete quests, defeat bosses, and explore delves to become the Hero of Wrothgar.",""
"188155806-0-1249","Defeat 4 Wrothgar world bosses.",""
"188155806-0-1250","Collect 16 relics for the House of Orsimer Glories museum.",""
"188155806-0-1257","Complete both Wrothgar public dungeon boss achievements.",""
"188155806-0-1260","Complete Wrothgar's main quests.",""
"188155806-0-1275","Defeat the Adjudicator, the Empress Regent's Guard, the Planar Inhibitor, and Molag Kena in Veteran White-Gold Tower within 30 minutes of starting the dungeon. Timer starts when you enter Green Emperor Way.",""
"188155806-0-1276","Defeat the Adjudicator, the Empress Regent's Guard, the Planar Inhibitor, and Molag Kena in Veteran White-Gold Tower without experiencing the death of a group member.",""
"188155806-0-1277","Defeat 100 Xivkyn in Veteran White-Gold Tower.",""
"188155806-0-1278","Defeat 75 Daedroth in Veteran White-Gold Tower.",""
"188155806-0-1280","In Veteran White-Gold Tower, destroy all portals to prevent the arrival of the Planar Inhibitor's reinforcements.",""
